,Cell name,Expression pattern,Slope,Fitted function,Intercept,Treat,Treat2,adjusted P-value,R-squared,mod_rsquared_adj
14,Monocytes x intermediate_CM,linear up quadratic down,-0.0008994195574675316,linear_quadratic,0.0019508407962625638,0.002687081351845406,-0.002574141988363889,0.5116958464677404,0.19571710235903783,0.5978585511795189
15,Fib_0 x Venous_Endo,quadratic up,0.005895759529887285,quadratic,0.005264809766773594,0.0042315679105980625,nan,0.5116958464677404,0.1938138006721808,0.5969069003360904
16,CD4 x intermediate_CM,linear down,-0.0011041682451580078,linear,0.001690468937131428,-0.0011041682451580078,nan,0.5116958464677404,0.19288553808340492,0.5964427690417023
17,Fib_SCARA5 x healthy_CM,linear up quadratic down,-0.002556489589578159,linear_quadratic,0.006261028097800268,0.022488953273259286,-0.017975884495941504,0.5737578591888987,0.1924822565890416,0.5962411282945208
18,Lymphatic_Endo x SPP1_Macrophages,linear up,0.0007340910506542118,linear,0.00011431369530383962,0.0007340910506542118,nan,0.5116958464677404,0.18931942695720438,0.5946597134786022
19,Capillary_Endo x Lymphatic_Endo,quadratic up,0.0009384522863502827,quadratic,0.0005972854486110425,0.0006735560635430395,nan,0.5116958464677404,0.18446489675984845,0.5922324483799242
20,CD4 x vCM_3,linear down,-0.00012840472927210092,linear,0.000207974115185971,-0.00012840472927210092,nan,0.5116958464677404,0.18265631974765983,0.5913281598738299
21,Fib_SCARA5 x Pericyte_1,linear up quadratic down,-0.001117624691818035,linear_quadratic,0.002275696144245575,0.003984081891571649,-0.0036616516935810968,0.5116958464677404,0.18261633032084212,0.5913081651604211
22,Mast x intermediate_CM,quadratic down,-0.0004847856642442549,quadratic,0.0007501896334514341,-0.00034794557850177015,nan,0.5116958464677404,0.18067456931814263,0.5903372846590713
23,Myofib x Venous_Endo,quadratic up,0.006561426913801818,quadratic,0.004774818338294955,0.00470933786146279,nan,0.5116958464677404,0.1804419238696875,0.5902209619348437
24,Neuronal x Pericyte_2,linear up quadratic down,-6.0771003109931324e-05,linear_quadratic,7.709335423486414e-05,0.0003348215098667036,-0.00028392891112653286,0.5159937192354892,0.17569488569783853,0.5878474428489193
25,Fib_0 x Fib_0,quadratic up,0.015026884194109304,quadratic,0.018142505003653372,0.010785256866350146,nan,0.5116958464677404,0.17568740721638643,0.5878437036081932
26,Arterial_Endo x Fib_0,quadratic up,0.002847963886520385,quadratic,0.004757237523364474,0.002044071256917801,nan,0.5116958464677404,0.17549849755509328,0.5877492487775468
27,Myofib x Pericyte_2,quadratic down,-0.0005527193718615585,quadratic,0.0010736613281643573,-0.00039670368943626224,nan,0.5116958464677404,0.17248253640039335,0.5862412682001967
28,Adipo x CCL18_Macrophages,quadratic up,0.00040108197540576583,quadratic,2.2142940879766844e-06,0.00028786886711418627,nan,0.5116958464677404,0.17211565875514445,0.5860578293775721
29,LYVE_PLTP_Macrophages x healthy_CM,linear up quadratic down,-0.0009765134497868576,linear_quadratic,0.0025147257909779765,0.005210646479259571,-0.004440714937705675,0.5159937192354892,0.1716569933895562,0.5858284966947782
30,Fib_SCARA5 x vCM_3,linear up quadratic down,-0.0004152910703713548,linear_quadratic,0.0007599092652786888,0.0017615929218691893,-0.0015624165809279193,0.5159937192354892,0.17075378197128188,0.5853768909856409
31,CCL18_Macrophages x Lymphatic_Endo,linear up,0.0007223987643024808,linear,9.358702114978734e-05,0.0007223987643024808,nan,0.5116958464677404,0.16955766231177594,0.5847788311558879
32,Arterial_Endo x Myofib,quadratic up,0.0030170659661763067,quadratic,0.004128861524673979,0.002165441019415743,nan,0.5116958464677404,0.16923997299878624,0.5846199864993931
33,Endocardial_Endo x vSMCs_1,quadratic up,0.00020293330731222087,quadratic,0.00015750807188892268,0.00014565147490510795,nan,0.5116958464677404,0.16875786735736242,0.5843789336786812
34,CD8 x damaged_CM,quadratic down,-0.00020854307446365483,quadratic,0.0003248029184275244,-0.0001496777772913569,nan,0.5116958464677404,0.1684242932139618,0.584212146606981
35,SPP1_Macrophages x healthy_CM,linear up quadratic down,-0.0003427108845233524,linear_quadratic,0.0009972057664691266,0.0040858277848684794,-0.003178498381632499,0.6680057135660976,0.1676867028304141,0.5838433514152072
36,Adipo x NK_T,quadratic up,5.4516647960680186e-05,quadratic,4.771248458538417e-07,3.912827464118028e-05,nan,0.5116958464677404,0.16475091428384514,0.5823754571419226
37,perivascular_fibroblasts x vSMCs_1,quadratic up,0.0002875425904694011,quadratic,5.6793017053779175e-05,0.00020637815918245564,nan,0.5116958464677404,0.16377365685361212,0.581886828426806
38,Fib_3 x Pericyte_1,quadratic down,-0.0006779730497850449,quadratic,0.0016284394423327787,-0.00048660210566212595,nan,0.5116958464677404,0.16094661627879336,0.5804733081393966
39,Mast x damaged_CM,quadratic down,-0.00021293826519715634,quadratic,0.0003483283568460883,-0.000152832340833944,nan,0.5116958464677404,0.16030227498644456,0.5801511374932222
40,Adipo x NK,quadratic up,4.9707865284973864e-05,quadratic,3.999923618381653e-06,3.567686344362287e-05,nan,0.5116958464677404,0.15984503697972985,0.5799225184898649
41,Fib_0 x Myofib,quadratic up,0.014394563849967196,quadratic,0.016058538297947705,0.01033142111135944,nan,0.5116958464677404,0.15932859337058303,0.5796642966852916
42,Monocytes x healthy_CM,linear up quadratic down,-0.0004703517204264665,linear_quadratic,0.0019544774250285874,0.010588291200351187,-0.00793712808012368,0.783585255943134,0.15922437741648132,0.5796121887082406
43,Arterial_Endo x vSMCs_1,quadratic up,0.000557087211601144,quadratic,0.00036895568281118684,0.0003998386223294663,nan,0.5116958464677404,0.1580400774375278,0.5790200387187638
44,Neuronal x perivascular_fibroblasts,quadratic up,0.00013346990087018029,quadratic,1.2884409738918373e-05,9.579545208550202e-05,nan,0.5116958464677404,0.15685552252965151,0.5784277612648258
45,Arterial_Endo x perivascular_fibroblasts,linear down quadratic up,0.000421859079115372,linear_quadratic,0.00042469482122326103,-0.0013215708205949032,0.0012513132499032303,0.5116958464677404,0.15618177657368082,0.5780908882868403
46,Neuronal x intermediate_CM,quadratic down,-0.0007549300737992418,quadratic,0.0010986130504548421,-0.0005418365282437787,nan,0.5116958464677404,0.1547328413967476,0.5773664206983739
47,LYVE_PLTP_Macrophages x intermediate_CM,quadratic down,-0.0011633844803151992,quadratic,0.0025557388351005305,-0.0008349968158697472,nan,0.5116958464677404,0.15461892274872846,0.5773094613743642
48,CCL18_Macrophages x Neuronal,quadratic up,0.000239785152061599,quadratic,1.0433631453962767e-05,0.00017210117708466607,nan,0.5116958464677404,0.15445080589932447,0.5772254029496622
49,Adipo x prolif,linear up,0.00020396007476894672,linear,5.286147040529617e-06,0.00020396007476894672,nan,0.5116958464677404,0.15389638032235786,0.5769481901611788
50,NK x Pericyte_1,quadratic down,-0.00014681646422998507,quadratic,0.0002440640389990405,-0.00010537469101880932,nan,0.5116958464677404,0.1536354965898512,0.5768177482949256
51,CD8 x intermediate_CM,linear down,-0.0005956000184512351,linear,0.0008894463462858283,-0.0005956000184512351,nan,0.5116958464677404,0.1522143887301175,0.5761071943650588
52,Fib_0 x vSMCs_1,quadratic up,0.0018729620437032554,quadratic,0.001029062683897943,0.0013442824527910117,nan,0.5116958464677404,0.15139439189009107,0.5756971959450455
53,SPP1_Macrophages x intermediate_CM,linear up quadratic down,-0.0003923545778536128,linear_quadratic,0.0008060686930284541,0.0028185339375443354,-0.0023045534230812783,0.5581442460168687,0.15020085181704534,0.5751004259085224
54,CD8 x Neuronal,quadratic up,0.0001957268015798409,quadratic,1.5297353890150026e-05,0.00014047914413922561,nan,0.5116958464677404,0.14937711427758238,0.5746885571387912
55,Pericyte_1 x Pericyte_2,quadratic down,-0.00044426295790815,quadratic,0.0008018919406239267,-0.0003188611860815575,nan,0.5116958464677404,0.14936093357709834,0.5746804667885492
56,Monocytes x Pericyte_1,linear up quadratic down,-0.0004149407648486643,linear_quadratic,0.0008913703592422971,0.0016688099915756808,-0.0014955719937136366,0.5159937192354892,0.14919224068890236,0.5745961203444512
57,Arterial_Endo x Venous_Endo,quadratic up,0.001964014409704427,quadratic,0.0019755768965942213,0.0014096335357518118,nan,0.5116958464677404,0.14856070367797147,0.5742803518389857
58,LYVE_PLTP_Macrophages x Pericyte_1,quadratic down,-0.000560511000150794,quadratic,0.00117150075683634,-0.0004022959806538566,nan,0.5116958464677404,0.14631721331523106,0.5731586066576155
59,CD8 x vCM_4,linear down,-6.526596509456337e-05,linear,8.785894052322472e-05,-6.526596509456337e-05,nan,0.5116958464677404,0.14399437882756572,0.571997189413783
60,Adipo x SPP1_Macrophages,quadratic up,0.0001760576437870621,quadratic,3.790841718069158e-05,0.00012636198476010085,nan,0.5116958464677404,0.14339315535160213,0.5716965776758011
61,LYVE_PLTP_Macrophages x Lymphatic_Endo,linear up,0.0009100171872706512,linear,0.00017099280501807436,0.0009100171872706513,nan,0.5116958464677404,0.142571593834511,0.5712857969172556
62,Purkinje_fibers x vSMCs_1,linear down quadratic up,6.1164598971467615e-06,linear_quadratic,4.256186342189004e-06,-1.806148026102869e-05,1.7353251128892544e-05,0.5158676263641729,0.14239149890868408,0.571195749454342
63,Purkinje_fibers x Venous_Endo,quadratic up,2.4136572850626066e-05,quadratic,6.536406379977778e-06,1.732356054020987e-05,nan,0.5116958464677404,0.1422067408125176,0.5711033704062588
64,Neuronal x vCM_3,linear up quadratic down,-7.859658434332573e-05,linear_quadratic,0.00010450722095970787,0.00035383340957827495,-0.00031036830396197386,0.5159937192354892,0.1411657997354755,0.5705828998677378
65,Fib_0 x perivascular_fibroblasts,quadratic up,0.0020017983863809532,quadratic,0.0009362954567069255,0.0014367522576787606,nan,0.5116958464677404,0.13917801187628176,0.5695890059381409
66,Neuronal x damaged_CM,quadratic down,-0.0004281141281754423,quadratic,0.0006162619269117666,-0.00030727067440206496,nan,0.5116958464677404,0.13864727865689264,0.5693236393284463
67,CD4 x Lymphatic_Endo,quadratic up,0.0006516589706308431,quadratic,6.594763207626021e-05,0.00046771568188900674,nan,0.5116958464677404,0.13820835448708224,0.5691041772435411
68,Adipo x Mast,quadratic up,0.00016311029235919426,quadratic,3.1078088191421644e-06,0.00011706927250620587,nan,0.5116958464677404,0.1379750911486971,0.5689875455743485
69,Adipo x CD4,quadratic up,0.00045875503181418446,quadratic,-4.084435843330946e-06,0.0003292625931586137,nan,0.5116958464677404,0.13746054058315216,0.5687302702915761
70,Mast x vCM_3,quadratic down,-4.684934908472739e-05,quadratic,8.591122074465468e-05,-3.362521846665772e-05,nan,0.5116958464677404,0.13704739692944656,0.5685236984647235
71,Lymphatic_Endo x Monocytes,linear up,0.0004261171217489984,linear,0.00018471751413161813,0.00042611712174899847,nan,0.5116958464677404,0.13686312237883735,0.5684315611894186
72,Lymphatic_Endo x Mast,quadratic up,0.0002346694894316316,quadratic,5.496204987897383e-05,0.0001684295087073044,nan,0.5116958464677404,0.13648390679104594,0.5682419533955229
73,Fib_SCARA5 x Lymphatic_Endo,quadratic up,0.0008710582479974631,quadratic,0.0005221264480514939,0.0006251852898346248,nan,0.5116958464677404,0.13594764756234667,0.5679738237811732
74,Venous_Endo x vSMCs_1,quadratic up,0.0010674237303458212,quadratic,0.00037423539958637164,0.0007661228348009999,nan,0.5116958464677404,0.13504743214177561,0.5675237160708878
75,Adipo x CD8,quadratic up,0.00031235311596085336,quadratic,-8.595607234557798e-06,0.00022418543625718937,nan,0.5116958464677404,0.1349392946395257,0.5674696473197629
76,intermediate_CM x intermediate_CM,linear down,-0.03569566989401254,linear,0.06182224017045705,-0.03569566989401254,nan,0.5116958464677404,0.134930663555755,0.5674653317778776
77,Adipo x Lymphatic_Endo,quadratic up,0.0003014333870003984,quadratic,3.993680080048958e-05,0.0002163480109980264,nan,0.5116958464677404,0.13364783535607128,0.5668239176780356
78,Capillary_Endo x Pericyte_2,linear down,-0.0008765186413279031,linear,0.0016224241797929053,-0.0008765186413279031,nan,0.5116958464677404,0.13315942979869955,0.5665797148993498
79,Fib_3 x Pericyte_2,quadratic down,-0.00027628719717920667,quadratic,0.0005176982262175004,-0.00019829981731208122,nan,0.5116958464677404,0.1293738621033882,0.564686931051694
80,Adipo x perivascular_fibroblasts,quadratic up,0.00029980094144683956,quadratic,1.403304126961814e-06,0.0002151763546261509,nan,0.5116958464677404,0.12815188022081048,0.5640759401104052
81,Endocardial_Endo x Venous_Endo,quadratic up,0.000847081609139605,quadratic,0.0008546973136725767,0.0006079765188390327,nan,0.5116958464677404,0.1267008038289864,0.5633504019144931
82,CD4 x Neuronal,quadratic up,0.0002696453321947918,quadratic,4.307628749174088e-05,0.00019353274657384978,nan,0.5116958464677404,0.12586943514372106,0.5629347175718605
83,Adipo x Arterial_Endo,quadratic up,0.0005898999184697093,quadratic,3.551809476328376e-05,0.00042338931104752127,nan,0.5116958464677404,0.12567864915010696,0.5628393245750535
84,Purkinje_fibers x Purkinje_fibers,quadratic up,6.63002740923059e-07,quadratic,3.7574890087783254e-08,4.758574546513456e-07,nan,0.5159937192354892,0.12527813810290755,0.5626390690514537
85,Myofib x intermediate_CM,quadratic down,-0.004028189487790885,quadratic,0.010273532407632777,-0.0028911554631656142,nan,0.5116958464677404,0.12442428135013872,0.5622121406750693
86,Venous_Endo x Venous_Endo,quadratic up,0.003753130515236737,quadratic,0.002458510413395751,0.002693737180435134,nan,0.5116958464677404,0.12418124756462157,0.5620906237823108
87,LYVE_PLTP_Macrophages x Pericyte_2,quadratic down,-0.00015934144644122106,quadratic,0.0002618246236403924,-0.00011436425589797443,nan,0.5116958464677404,0.12406686507312337,0.5620334325365617
88,LYVE_FOLR_Macrophages x vCM_4,linear down,-0.00028866516129037875,linear,0.00045358818694651523,-0.00028866516129037875,nan,0.5116958464677404,0.12386410879441745,0.5619320543972087
89,LYVE_FOLR_Macrophages x Pericyte_1,quadratic down,-0.0007184971349334462,quadratic,0.0017140693587644243,-0.0005156874876983226,nan,0.5159937192354892,0.12167743562065014,0.5608387178103251
90,Lymphatic_Endo x prolif,linear up,0.0017938897338554598,linear,3.648616691361321e-05,0.0017938897338554598,nan,0.5116958464677404,0.12164169751769227,0.5608208487588462
91,Mast x vCM_4,linear down,-6.779322991287883e-05,linear,0.00010117633078475298,-6.779322991287883e-05,nan,0.5116958464677404,0.12126780842570961,0.5606339042128548
92,Adipo x Capillary_Endo,quadratic up,0.0005819914761082456,quadratic,0.00011017998690249681,0.00041771317877822844,nan,0.5159937192354892,0.11987973744869118,0.5599398687243455
93,NK_T x Neuronal,quadratic up,4.1517922979397564e-05,quadratic,5.137658423953219e-06,2.979869000825063e-05,nan,0.5116958464677404,0.11877721275703546,0.5593886063785178
94,Purkinje_fibers x vSMCs_2,linear down quadratic up,2.713506584877875e-06,linear_quadratic,2.9107397715038227e-06,-1.101791484075023e-05,9.855463401625108e-06,0.5159937192354892,0.11800952367068351,0.5590047618353418
95,CD8 x Lymphatic_Endo,quadratic up,0.0004209502478696247,quadratic,2.7952774600904556e-05,0.0003021289372155684,nan,0.5159937192354892,0.11709777223280238,0.5585488861164012
96,CD8 x vCM_3,linear down,-6.245500173978677e-05,linear,0.00010291853952527249,-6.245500173978677e-05,nan,0.5116958464677404,0.11681212759767612,0.5584060637988382
97,Pericyte_2 x Pericyte_2,quadratic down,-0.00021542493357228955,quadratic,0.00034100087452118826,-0.00015461709919241694,nan,0.5116958464677404,0.1162510036685539,0.558125501834277
98,vSMCs_1 x vSMCs_1,quadratic up,0.0004502986549042157,quadratic,7.542635095543257e-05,0.0003231931914147419,nan,0.5159937192354892,0.11544596674377894,0.5577229833718895
99,Pericyte_1 x intermediate_CM,linear down,-0.0034922672453144674,linear,0.007321406098918239,-0.0034922672453144674,nan,0.5116958464677404,0.11510312339323225,0.5575515616966161
100,Pericyte_2 x intermediate_CM,linear down,-0.0013938880616811223,linear,0.002521107271588146,-0.0013938880616811223,nan,0.5116958464677404,0.11499312849686694,0.5574965642484335
101,Pericyte_1 x Pericyte_1,quadratic down,-0.0015013269039561253,quadratic,0.0029052198087786774,-0.0010775484851261795,nan,0.5116958464677404,0.11415544557086454,0.5570777227854323
102,LYVE_FOLR_Macrophages x vCM_3,quadratic down,-0.00031300112818087394,quadratic,0.0005829927652157239,-0.00022465053455402695,nan,0.5159937192354892,0.10865760286519477,0.5543288014325973
103,NK x intermediate_CM,linear down,-0.0005438960157933303,linear,0.000832739166595987,-0.0005438960157933303,nan,0.5116958464677404,0.10559830513258994,0.5527991525662949
104,Fib_SCARA5 x perivascular_fibroblasts,quadratic up,0.0006616236551319404,quadratic,0.00036855321764056804,0.00047486764237184606,nan,0.5159937192354892,0.10420491182963332,0.5521024559148167
105,Pericyte_2 x vCM_3,quadratic down,-0.00013909456573061349,quadratic,0.00026866683302568834,-9.983244701560779e-05,nan,0.5159937192354892,0.10371151691427904,0.5518557584571394
106,Lymphatic_Endo x Neuronal,quadratic up,0.00013644174477419179,quadratic,3.764555228702595e-05,9.792843584031299e-05,nan,0.5159937192354892,0.10273845724532527,0.5513692286226626
107,damaged_CM x intermediate_CM,linear down,-0.01021506836329759,linear,0.01951527535385962,-0.01021506836329759,nan,0.5116958464677404,0.1027185533749776,0.5513592766874887
108,healthy_CM x intermediate_CM,linear down,-0.031163666804873907,linear,0.06734925151795768,-0.031163666804873907,nan,0.5116958464677404,0.10216062104197388,0.5510803105209868
109,Adipo x Venous_Endo,quadratic up,0.0012268627763279704,quadratic,-1.3679610153918549e-05,0.0008805571408907074,nan,0.5159937192354892,0.10140478761099436,0.5507023938054971
110,Fib_3 x vCM_3,quadratic down,-0.00024288627162665137,quadratic,0.0005815086059396911,-0.0001743269459566632,nan,0.5159937192354892,0.10058452799412798,0.550292263997064
111,CD4 x vSMCs_1,quadratic up,0.00032809326397190017,quadratic,0.00011435952206879926,0.0002354826244979864,nan,0.5159937192354892,0.10005933414635737,0.5500296670731787
112,LYVE_FOLR_Macrophages x Purkinje_fibers,quadratic up,2.7739745252672315e-05,quadratic,8.075427999263277e-06,1.9909668171560797e-05,nan,0.5159937192354892,0.09875484251060018,0.5493774212553001
113,Venous_Endo x prolif,quadratic up,0.0024220801194699245,quadratic,0.0010396244589154463,0.0017384013812792665,nan,0.5159937192354892,0.09647544963728394,0.5482377248186421
114,NK_T x Purkinje_fibers,quadratic up,6.008793303177444e-06,quadratic,-3.2974894715214087e-07,4.312695725503635e-06,nan,0.5159937192354892,0.0960336288494823,0.5480168144247411
115,CD4 x vCM_4,linear down,-9.385350529567382e-05,linear,0.00016007386214358433,-9.38535052956738e-05,nan,0.5159937192354892,0.09590410137814254,0.5479520506890712
116,vSMCs_1 x vSMCs_2,quadratic up,9.324117347019387e-05,quadratic,6.17555172568843e-05,6.692205738766333e-05,nan,0.5159937192354892,0.09571124726043845,0.5478556236302192
117,Capillary_Endo x intermediate_CM,linear down,-0.007089983764246053,linear,0.015091537081476297,-0.007089983764246053,nan,0.5159937192354892,0.09474105347939776,0.5473705267396987
118,Monocytes x vCM_3,linear up quadratic down,-0.00012811660917767389,linear_quadratic,0.00026282946986786284,0.0008600505334030986,-0.0007092379446032325,0.5963390482189573,0.09442002427739771,0.5472100121386989
119,Mast x Neuronal,quadratic up,8.761590675819199e-05,quadratic,2.873615259007605e-05,6.288463049017964e-05,nan,0.5159937192354892,0.09428411375285628,0.5471420568764281
120,Pericyte_2 x damaged_CM,quadratic down,-0.00034189386864646304,quadratic,0.000760766792281074,-0.00024538774284477323,nan,0.5159937192354892,0.09383339866804652,0.5469166993340233
121,Arterial_Endo x Purkinje_fibers,quadratic up,1.8034043384149636e-05,quadratic,9.523234004979226e-06,1.2943587487897395e-05,nan,0.5159937192354892,0.09356771704875799,0.5467838585243789
122,Adipo x Fib_0,quadratic up,0.0022402717628611287,quadratic,0.00029541827811539636,0.00160791193309123,nan,0.5159937192354892,0.09283854775730072,0.5464192738786503
123,Purkinje_fibers x perivascular_fibroblasts,quadratic up,1.2968607045223327e-05,quadratic,3.043450767387993e-07,9.307968064086247e-06,nan,0.5159937192354892,0.09248809960296023,0.54624404980148
124,Myofib x Pericyte_1,quadratic down,-0.0016621387633898761,quadratic,0.004749377146657518,-0.0011929681016444394,nan,0.5159937192354892,0.09202542373781308,0.5460127118689065
125,Capillary_Endo x Pericyte_1,linear down,-0.002077564390553864,linear,0.004910490991874055,-0.002077564390553864,nan,0.5159937192354892,0.09108792449001568,0.5455439622450077
126,Arterial_Endo x Pericyte_2,linear down,-0.0003137186961488812,linear,0.0006731066665699405,-0.0003137186961488812,nan,0.5159937192354892,0.09101345810424344,0.5455067290521217
127,CD4 x healthy_CM,quadratic down,-0.001011046242072239,quadratic,0.0018101609740343813,-0.0007256589778459707,nan,0.5159937192354892,0.09067729288485149,0.5453386464424258
128,Fib_0 x Pericyte_2,quadratic down,-0.0007911591946555048,quadratic,0.0016093775006196936,-0.0005678392823363413,nan,0.5159937192354892,0.0901874753530525,0.5450937376765264
129,Adipo x LYVE_PLTP_Macrophages,quadratic up,0.00017148667597779204,quadratic,7.50000549285982e-05,0.00012308126060504805,nan,0.5159937192354892,0.09005142226598761,0.5450257111329938
130,CCL18_Macrophages x Purkinje_fibers,quadratic up,2.9807642367015484e-05,quadratic,-1.1337284312298307e-06,2.1393861518849536e-05,nan,0.5159937192354892,0.08939360471990843,0.5446968023599541
131,Neuronal x healthy_CM,linear up quadratic down,-0.0006090548950969444,linear_quadratic,0.00102081298953251,0.0036627256124745905,-0.003065988228543574,0.5854043336613116,0.0877108887694863,0.5438554443847432
132,LYVE_FOLR_Macrophages x Monocytes,linear up quadratic down,-8.779752221771453e-05,linear_quadratic,0.0008390184554285143,0.007314441563953287,-0.005312814612745031,0.9316784966125657,0.08743741991722997,0.5437187099586149
133,Capillary_Endo x Monocytes,linear up quadratic down,-0.00011838685821951461,linear_quadratic,0.0014181653973054868,0.0033002186186778144,-0.0024536382736950074,0.8466730432097841,0.08697119609542703,0.5434855980477136
134,Lymphatic_Endo x NK_T,quadratic up,9.428841857393581e-05,quadratic,1.5196916100127914e-05,6.767369740165318e-05,nan,0.5159937192354892,0.08544970031600929,0.5427248501580046
135,NK x Purkinje_fibers,quadratic up,6.784757693594719e-06,quadratic,2.49014747552799e-07,4.869629229594379e-06,nan,0.5159937192354892,0.08506036846587528,0.5425301842329375
136,Neuronal x vCM_4,quadratic down,-0.0001049618263757958,quadratic,0.00013835100519803673,-7.533433039085876e-05,nan,0.5159937192354892,0.08477000376427424,0.5423850018821372
137,CD8 x vSMCs_1,quadratic up,0.0002162568150781677,quadratic,7.06307959093813e-05,0.00015521416612973847,nan,0.5159937192354892,0.08346543508124904,0.5417327175406246
138,intermediate_CM x vCM_4,linear down,-0.003407451836491419,linear,0.0052637580194030064,-0.0034074518364914184,nan,0.5159937192354892,0.08329803946504077,0.5416490197325204
139,Myofib x vSMCs_1,quadratic up,0.0014075965769469157,quadratic,0.000980770251206635,0.0010102753472019776,nan,0.5159937192354892,0.08302572033524935,0.5415128601676248
140,Adipo x vSMCs_1,quadratic up,0.0004070284228555002,quadratic,-3.986937949291408e-06,0.00029213681530352404,nan,0.5159937192354892,0.08292348020944174,0.5414617401047209
141,NK_T x vCM_4,quadratic down,-1.6193684203122963e-05,quadratic,2.3604483986223386e-05,-1.1622705112195096e-05,nan,0.5159937192354892,0.08192108726895209,0.540960543634476
142,CD4 x perivascular_fibroblasts,quadratic up,0.00041553867841895574,quadratic,0.0001163534848926273,0.0002982448874137846,nan,0.5159937192354892,0.08150903603887039,0.5407545180194353
143,Adipo x vSMCs_2,quadratic up,9.10569954904523e-05,quadratic,9.216001410750864e-06,6.535440568761407e-05,nan,0.5159937192354892,0.08111336056583784,0.5405566802829189
144,damaged_CM x vCM_3,quadratic down,-0.001521302575192126,quadratic,0.0025142632594105227,-0.0010918856386288652,nan,0.5159937192354892,0.08078161192034461,0.5403908059601723
145,CD4 x CD4,quadratic up,0.001107823430104554,quadratic,0.00022550503278965356,0.0007951189416181511,nan,0.5159937192354892,0.07988827477348082,0.5399441373867404
146,NK x damaged_CM,quadratic down,-0.0001906501349277106,quadratic,0.00031693864143005225,-0.0001368354643742932,nan,0.5223071067179453,0.07792273727816412,0.5389613686390821
147,CD4 x CD8,quadratic up,0.0007654518743207941,quadratic,0.0001553122003679506,0.0005493883480259477,nan,0.5159937192354892,0.07692640135922857,0.5384632006796143
148,CD4 x Pericyte_1,linear down,-0.00033482075259607893,linear,0.000666663809540546,-0.00033482075259607893,nan,0.5159937192354892,0.07671576910353406,0.538357884551767
149,NK x vCM_4,linear down,-8.20413463228627e-05,linear,0.00010760926098711779,-8.20413463228627e-05,nan,0.5159937192354892,0.07671363926877517,0.5383568196343875
150,Endocardial_Endo x Fib_0,linear up,0.00182295280027197,linear,0.0022465774850412438,0.00182295280027197,nan,0.5159937192354892,0.07660268524151737,0.5383013426207586
151,Purkinje_fibers x prolif,quadratic up,4.235311987641122e-06,quadratic,8.84220792156757e-07,3.0398136503739158e-06,nan,0.5159937192354892,0.07612884133520414,0.5380644206676021
