,Cell name,Expression pattern,Slope,Fitted function,Intercept,Treat,Treat2,adjusted P-value,R-squared,mod_rsquared_adj
18,Capillary_Endo x perivascular_fibroblasts,quadratic up,6.165710728427471e-05,quadratic,0.00015826382061120753,2.680743794968465e-06,nan,0.135975390362559,0.3722373437269082,0.6861186718634541
19,Fib_0 x Lymphatic_Endo,linear down quadratic up,0.00028538774393751425,linear_quadratic,0.0019301676271855505,-0.0004045053991060292,2.9995354045371454e-05,0.14758865862888212,0.35410792645364153,0.6770539632268208
20,intermediate_CM x vCM_3,linear down,-0.0003614317230294377,linear,0.00782679617751585,-0.00036143172302943765,nan,0.13318506096064064,0.35322863041146146,0.6766143152057307
21,Endocardial_Endo x prolif,quadratic up,0.0001274335098828895,quadratic,-0.0001339639094332434,5.540587386212587e-06,nan,0.14758865862888212,0.3429526282833024,0.6714763141416512
22,Venous_Endo x Venous_Endo,linear down quadratic up,0.00045433297684011444,linear_quadratic,0.0034464236037665646,-0.0006749615766954732,4.909976319719946e-05,0.14758865862888212,0.33512651640698665,0.6675632582034934
23,Arterial_Endo x Venous_Endo,quadratic up,0.00024294287242148594,quadratic,0.0010407946516024936,1.0562733583542868e-05,nan,0.14758865862888212,0.3344285386401241,0.667214269320062
24,Lymphatic_Endo x Monocytes,linear down quadratic up,4.568739963868839e-05,linear_quadratic,0.00043116716330098465,-8.748063366922763e-05,5.789914491648523e-06,0.14842187096784132,0.3330145851237224,0.6665072925618613
25,Pericyte_2 x vCM_3,linear down,-2.002812752540846e-05,linear,0.0004361510866799978,-2.002812752540846e-05,nan,0.13318506096064064,0.3302444837951677,0.6651222418975837
26,Fib_3 x perivascular_fibroblasts,linear down quadratic up,2.0864370844416524e-05,linear_quadratic,0.00032941800688397944,-5.371820713400716e-05,3.242720781670595e-06,0.1921240039173395,0.3286196055228996,0.6643098027614498
27,prolif x vSMCs_1,quadratic up,4.217178120303187e-05,quadratic,-4.334901529572826e-05,1.8335557044796465e-06,nan,0.14758865862888212,0.3279992794778791,0.6639996397389396
28,Capillary_Endo x Lymphatic_Endo,linear down quadratic up,9.433796013566854e-05,linear_quadratic,0.000968367816213583,-0.00016366234234951532,1.1217404455877558e-05,0.14758865862888212,0.32694940130879513,0.6634747006543975
29,Fib_0 x Myofib,quadratic up,0.0017107117061223537,quadratic,0.009731280312841824,7.437876983140668e-05,nan,0.14758865862888212,0.32410070069515984,0.6620503503475799
30,Lymphatic_Endo x Myofib,linear down quadratic up,0.0003231190301018916,linear_quadratic,0.0024153635935945036,-0.0005255571655956497,3.6898965030327884e-05,0.14758865862888212,0.3227869652353119,0.6613934826176558
31,Fib_SCARA5 x vCM_3,linear down,-6.597464443524076e-05,linear,0.001523954385574139,-6.597464443524076e-05,nan,0.13318506096064064,0.31827868077914945,0.6591393403895747
32,Lymphatic_Endo x prolif,linear down quadratic up,0.00019906094736567713,linear_quadratic,0.0009870168869214036,-0.00035914114693296145,2.426965627385385e-05,0.14842187096784132,0.3150552994227819,0.6575276497113909
33,Fib_0 x perivascular_fibroblasts,quadratic up,0.0002470460972052171,quadratic,-1.2191181812122587e-05,1.0741134661096394e-05,nan,0.14758865862888212,0.31457704045086887,0.6572885202254345
34,perivascular_fibroblasts x perivascular_fibroblasts,quadratic up,4.378432180103979e-05,quadratic,-9.10235749549915e-05,1.9036661652625993e-06,nan,0.14758865862888212,0.3108242832446497,0.6554121416223249
35,LYVE_PLTP_Macrophages x Venous_Endo,quadratic up,0.00017731292293070937,quadratic,0.00048249920150316783,7.709257518726494e-06,nan,0.14758865862888212,0.30984285643541754,0.6549214282177087
36,Lymphatic_Endo x SPP1_Macrophages,quadratic up,7.696403757118553e-05,quadratic,-5.086598860441294e-05,3.346262503095023e-06,nan,0.14758865862888212,0.3071663683319762,0.6535831841659882
37,Pericyte_1 x perivascular_fibroblasts,linear down quadratic up,3.1934387809318285e-05,linear_quadratic,0.0004461561131744839,-9.403420173305692e-05,5.476895197494574e-06,0.2241650892685109,0.3061432388224071,0.6530716194112036
38,perivascular_fibroblasts x vSMCs_2,quadratic up,1.2408764021657256e-05,quadratic,-1.2640448081245462e-05,5.395114792024894e-07,nan,0.14758865862888212,0.2969597458753702,0.6484798729376852
39,Arterial_Endo x LYVE_PLTP_Macrophages,quadratic up,8.343538224526191e-05,quadratic,0.00064227876537462,3.6276253150113873e-06,nan,0.14758865862888212,0.29218505887440505,0.6460925294372025
40,Arterial_Endo x prolif,quadratic up,0.00020696215113437041,quadratic,-0.00010733094840574857,8.998354397146538e-06,nan,0.14758865862888212,0.29116604828258164,0.6455830241412908
41,Arterial_Endo x SPP1_Macrophages,quadratic up,0.0001057433911592207,quadratic,0.0001632908419762425,4.5975387460530736e-06,nan,0.14758865862888212,0.2902227132689078,0.6451113566344538
42,LYVE_PLTP_Macrophages x Lymphatic_Endo,linear down quadratic up,9.258253215452237e-05,linear_quadratic,0.0006439584872317183,-0.00016413386674570633,1.116158256087951e-05,0.1616653937781261,0.2882900610656055,0.6441450305328027
43,Lymphatic_Endo x perivascular_fibroblasts,quadratic up,3.392501860410839e-05,quadratic,-3.6429266999854504e-05,1.475000808874278e-06,nan,0.14758865862888212,0.28804807886203165,0.6440240394310158
44,Monocytes x Venous_Endo,quadratic up,0.0001176563768650924,quadratic,0.0005471001187375929,5.115494646308365e-06,nan,0.14842187096784132,0.28740923739621915,0.6437046186981097
45,vCM_3 x vCM_3,linear down,-4.705704878260798e-05,linear,0.0011057306079793744,-4.7057048782607985e-05,nan,0.14758865862888212,0.28688653265796604,0.643443266328983
46,Endocardial_Endo x perivascular_fibroblasts,quadratic up,3.685123604030549e-05,quadratic,-9.731865397266453e-06,1.6022276539263255e-06,nan,0.14842187096784132,0.2860628569517455,0.6430314284758727
47,Endocardial_Endo x SPP1_Macrophages,linear down quadratic up,6.858856227646753e-05,linear_quadratic,0.0005154935428830549,-0.00011049784832007949,7.78636567811074e-06,0.159560635877706,0.28268986763709336,0.6413449338185466
48,Fib_3 x Venous_Endo,quadratic up,7.592812169417338e-05,quadratic,0.0009486054795338508,3.3012226823553644e-06,nan,0.14758865862888212,0.2823570812124758,0.6411785406062379
49,Mast x vCM_3,quadratic down,-5.508160498536977e-06,quadratic,0.00010605713879958274,-2.394852390668251e-07,nan,0.14758865862888212,0.2771606421165749,0.6385803210582873
50,CD8 x damaged_CM,quadratic down,-2.266987706035844e-05,quadratic,0.00040061280056542955,-9.856468287112366e-07,nan,0.14758865862888212,0.2765961480224721,0.638298074011236
51,Endocardial_Endo x Lymphatic_Endo,quadratic up,4.5633040782497423e-05,quadratic,3.5169658735545103e-05,1.9840452514129314e-06,nan,0.1616653937781261,0.27290886150053517,0.6364544307502675
52,Pericyte_1 x Pericyte_2,linear down,-5.130160993359882e-05,linear,0.001191154306179706,-5.1301609933598815e-05,nan,0.14758865862888212,0.2671889018665463,0.6335944509332732
53,Lymphatic_Endo x Pericyte_1,linear down quadratic up,2.0476600998085474e-05,linear_quadratic,0.0005586856361535717,-8.931457940232247e-05,4.773529582626432e-06,0.33322352119725096,0.2664177346809806,0.6332088673404903
54,Fib_SCARA5 x Pericyte_2,quadratic down,-5.091262908209795e-05,quadratic,0.0010092319898232533,-2.213592568786867e-06,nan,0.14758865862888212,0.2612732743357453,0.6306366371678727
55,Monocytes x perivascular_fibroblasts,linear down quadratic up,3.734890139140055e-05,linear_quadratic,0.00028357811370913785,-6.723466646862809e-05,4.547111646088202e-06,0.1921240039173395,0.25986488787407624,0.6299324439370382
56,healthy_CM x intermediate_CM,linear down,-0.003927914983104074,linear,0.09502788302621631,-0.003927914983104074,nan,0.14758865862888212,0.25948450763347664,0.6297422538167383
57,Fib_SCARA5 x intermediate_CM,quadratic down,-0.00034172498098840873,quadratic,0.007819767941099166,-1.4857607869061251e-05,nan,0.14842187096784132,0.2572859678767191,0.6286429839383596
58,Fib_0 x prolif,quadratic up,0.0008432081986679542,quadratic,-0.0007201874504075834,3.666122602904149e-05,nan,0.15679102928205757,0.2559807807039862,0.6279903903519931
59,Fib_SCARA5 x healthy_CM,quadratic down,-0.0005187910946252098,quadratic,0.011460310157433868,-2.2556134548922167e-05,nan,0.14842187096784132,0.2499505210710271,0.6249752605355134
60,Lymphatic_Endo x vSMCs_1,quadratic up,2.8709495585486374e-05,quadratic,-9.895257159180532e-06,1.2482389384994076e-06,nan,0.16280616354775518,0.24844299227787536,0.6242214961389376
61,Myofib x Pericyte_2,quadratic down,-5.6788158826160156e-05,quadratic,0.0012498686571483213,-2.469050383746094e-06,nan,0.14758865862888212,0.24717034223973933,0.6235851711198698
62,Mast x damaged_CM,quadratic down,-2.244515269340186e-05,quadratic,0.0004204671763494822,-9.758762040609505e-07,nan,0.14758865862888212,0.24565485100516693,0.6228274255025834
63,CD4 x prolif,quadratic up,4.7956237076389634e-05,quadratic,-7.367018605181075e-06,2.085053785929984e-06,nan,0.1616653937781261,0.24375901006999712,0.6218795050349987
64,healthy_CM x vCM_3,linear down,-0.0004915572290908301,linear,0.011536351156035879,-0.0004915572290908301,nan,0.14758865862888212,0.24122910335456416,0.6206145516772821
65,perivascular_fibroblasts x vSMCs_1,quadratic up,2.97478721862435e-05,quadratic,-3.641195539591185e-05,1.2933857472279781e-06,nan,0.16581342790271775,0.23951093450149852,0.6197554672507491
66,NK x vCM_3,linear down,-7.553126857510146e-06,linear,0.00015742842441881372,-7.553126857510146e-06,nan,0.14758865862888212,0.23669110479662647,0.6183455523983131
67,Pericyte_1 x vCM_3,linear down,-5.440942243828943e-05,linear,0.0013207125151114016,-5.4409422438289434e-05,nan,0.14758865862888212,0.2366764924013407,0.6183382462006702
68,SPP1_Macrophages x Venous_Endo,quadratic up,0.0002030688943445441,quadratic,6.735886155070686e-05,8.829082362806267e-06,nan,0.20586216916885008,0.23283032273382587,0.616415161366913
69,Pericyte_2 x damaged_CM,quadratic down,-4.2594060762552324e-05,quadratic,0.0009257637220032504,-1.851915685328362e-06,nan,0.1655682565237046,0.23247404103250946,0.6162370205162547
70,Neuronal x damaged_CM,linear down,-4.795193175297239e-05,linear,0.0009742986037122377,-4.795193175297239e-05,nan,0.14758865862888212,0.2323838031583454,0.6161919015791728
71,Monocytes x intermediate_CM,quadratic down,-0.00010214027172643197,quadratic,0.002604885564158385,-4.4408813794100855e-06,nan,0.1921240039173395,0.2308064375125196,0.6154032187562598
72,Venous_Endo x vSMCs_2,quadratic up,3.216414917544774e-05,quadratic,0.00012356851196179556,1.3984412684977278e-06,nan,0.18344841809285795,0.2305821038401692,0.6152910519200846
73,CCL18_Macrophages x Myofib,quadratic up,0.0004815080245342654,quadratic,0.0004519247122376207,2.09351315014898e-05,nan,0.1921240039173395,0.22982655556589127,0.6149132777829456
74,Fib_0 x Fib_0,quadratic up,0.001483999773669617,quadratic,0.013801251969181957,6.452172928998334e-05,nan,0.159560635877706,0.2285097802818845,0.6142548901409423
75,Pericyte_1 x healthy_CM,quadratic down,-0.0004894761706321455,quadratic,0.011242772227393266,-2.1281572636180243e-05,nan,0.14842187096784132,0.22562572971489991,0.61281286485745
76,Capillary_Endo x prolif,quadratic up,0.00026228585577656703,quadratic,5.798982280440235e-05,1.1403732859850741e-05,nan,0.1921240039173395,0.22529402285598055,0.6126470114279903
77,Neuronal x healthy_CM,linear down,-0.00011895716929512769,linear,0.0025148582870972783,-0.00011895716929512767,nan,0.14842187096784132,0.22522249706624264,0.6126112485331213
78,LYVE_PLTP_Macrophages x perivascular_fibroblasts,quadratic up,5.2191421924065e-05,quadratic,-1.5486545078288814e-06,2.269192257568043e-06,nan,0.20586216916885008,0.22487876168691,0.612439380843455
79,Endocardial_Endo x LYVE_PLTP_Macrophages,quadratic up,6.065316335708181e-05,quadratic,0.000277551783577078,2.6370940590035574e-06,nan,0.1921240039173395,0.2243244640726474,0.6121622320363237
80,CD8 x vCM_3,quadratic down,-6.830367501836541e-06,quadratic,0.00011908985315257949,-2.969725000798496e-07,nan,0.1921240039173395,0.22089319238658356,0.6104465961932919
81,Mast x intermediate_CM,quadratic down,-4.6681587713206785e-05,quadratic,0.0008812883152953795,-2.0296342484002952e-06,nan,0.1616653937781261,0.22064172408155447,0.6103208620407773
82,Endocardial_Endo x vSMCs_1,quadratic up,1.998386683402114e-05,quadratic,9.930892335305099e-05,8.688637753922235e-07,nan,0.1616653937781261,0.2184227993392145,0.6092113996696072
83,Neuronal x intermediate_CM,linear down,-7.817356307649747e-05,linear,0.0016565517647276434,-7.817356307649747e-05,nan,0.159560635877706,0.21193288048876646,0.6059664402443832
84,Lymphatic_Endo x vSMCs_2,quadratic up,7.003951406643956e-06,quadratic,2.0940231441015007e-05,3.045196263758242e-07,nan,0.21924940854744587,0.20312243991511947,0.6015612199575597
85,Endocardial_Endo x Myofib,quadratic up,0.00021701924148081258,quadratic,0.001465295253897308,9.435619194817939e-06,nan,0.2197818213073059,0.2013189060067796,0.60065945300339
86,CD4 x damaged_CM,quadratic down,-4.176538296284282e-05,quadratic,0.000814593716080642,-1.8158862157757747e-06,nan,0.20586216916885008,0.20049910684298444,0.6002495534214922
87,SPP1_Macrophages x prolif,quadratic up,0.00035300586830857753,quadratic,-0.0006420997507645058,1.534808123080772e-05,nan,0.21047073915172648,0.20048018251239397,0.600240091256197
88,LYVE_FOLR_Macrophages x vCM_3,linear up quadratic down,-3.088450812255636e-05,linear_quadratic,0.0004158081833275793,6.435320897861593e-05,-4.140770308746621e-06,0.24127010729957335,0.200343692874696,0.600171846437348
89,LYVE_PLTP_Macrophages x prolif,quadratic up,0.00038778218825811996,quadratic,-0.0005140508022463326,1.6860095141657388e-05,nan,0.21120798874344462,0.19738945595298552,0.5986947279764927
90,Fib_3 x Lymphatic_Endo,linear down quadratic up,2.9578616425072404e-05,linear_quadratic,0.0007588614470793525,-0.0001328452659370815,7.061907928789301e-06,0.3775230488238844,0.1958217995115581,0.597910899755779
91,Myofib x SPP1_Macrophages,quadratic up,0.0006567495176825022,quadratic,0.00014600857115476366,2.8554326855760968e-05,nan,0.21924940854744587,0.19391862273051308,0.5969593113652565
92,LYVE_PLTP_Macrophages x Myofib,quadratic up,0.0005611746611978442,quadratic,0.0014787366414686053,2.439889831294975e-05,nan,0.21120798874344462,0.19322843802516076,0.5966142190125804
93,Neuronal x Pericyte_1,linear down quadratic up,-3.268583587395751e-05,linear_quadratic,0.0010208621807384587,-0.00011710249927373517,3.670289713033811e-06,0.2241650892685109,0.1921003993346565,0.5960501996673282
94,Fib_0 x vSMCs_2,quadratic up,4.949232947439846e-05,quadratic,0.0004605347214471423,2.151840411930368e-06,nan,0.20589296936272117,0.18806401762769287,0.5940320088138465
95,Mast x healthy_CM,quadratic down,-6.684508325262467e-05,quadratic,0.0012939505926005757,-2.9063079675054206e-06,nan,0.21120798874344462,0.18768239570519252,0.5938411978525963
96,damaged_CM x healthy_CM,quadratic down,-0.0012036131608366978,quadratic,0.026301438510281397,-5.2331006992899895e-05,nan,0.22574061121257996,0.18656074049771154,0.5932803702488558
97,CD8 x prolif,quadratic up,2.545451103531107e-05,quadratic,-3.603731561341959e-05,1.1067178711004812e-06,nan,0.2365884664261146,0.18565620936663707,0.5928281046833186
98,CCL18_Macrophages x Lymphatic_Endo,quadratic up,6.407120618369133e-05,quadratic,1.8540608043459382e-05,2.7857046166822313e-06,nan,0.21924940854744587,0.18449694336129807,0.5922484716806491
99,CCL18_Macrophages x Endocardial_Endo,quadratic up,6.868690595272541e-05,quadratic,4.483357349888942e-05,2.9863872153358873e-06,nan,0.2264959382270426,0.18368158989567251,0.5918407949478361
100,Capillary_Endo x Myofib,quadratic up,0.0002916718486764118,quadratic,0.006408571348411581,1.2681384725061382e-05,nan,0.20013562133418175,0.1824481698720254,0.5912240849360126
101,Monocytes x prolif,quadratic up,0.00019877634403025509,quadratic,-9.758133582540005e-05,8.642449740445873e-06,nan,0.22168163715154787,0.18198922614985358,0.5909946130749267
102,Pericyte_2 x healthy_CM,quadratic down,-0.00017850691398349456,quadratic,0.003778765376208984,-7.761170173195416e-06,nan,0.20586216916885008,0.18004952583385703,0.5900247629169283
103,SPP1_Macrophages x perivascular_fibroblasts,quadratic up,6.830171055742381e-05,quadratic,-0.000107459104848281,2.9696395894532095e-06,nan,0.2603087604217001,0.17933703428470582,0.5896685171423529
104,Pericyte_1 x damaged_CM,quadratic down,-0.00015114681199560214,quadratic,0.0034258940049963727,-6.571600521547918e-06,nan,0.23059537703714308,0.17926432457530073,0.5896321622876501
105,Fib_3 x SPP1_Macrophages,linear down quadratic up,4.6013312382333964e-05,linear_quadratic,0.0007053545434036216,-9.94252469421512e-05,6.3234156228037026e-06,0.2730053114553803,0.17919661224853023,0.589598306124265
106,LYVE_FOLR_Macrophages x healthy_CM,linear up quadratic down,-0.00019194332345884372,linear_quadratic,0.0026247790982441843,0.00088429702662014,-4.679305869908625e-05,0.3983586701357126,0.17733173489083653,0.5886658674454183
107,Fib_3 x vCM_3,quadratic down,-2.651009163858109e-05,quadratic,0.0006706047574263916,-1.1526126799383083e-06,nan,0.20013562133418175,0.1769865929649429,0.5884932964824714
108,Pericyte_1 x intermediate_CM,quadratic down,-0.0003504461533873698,quadratic,0.00798951747314564,-1.5236789277711728e-05,nan,0.21047073915172648,0.17573542541728382,0.5878677127086419
109,Arterial_Endo x vSMCs_1,quadratic up,5.146626259472671e-05,quadratic,0.00023463584899615449,2.237663591075074e-06,nan,0.20586216916885008,0.17467214152954147,0.5873360707647707
110,Fib_3 x Pericyte_2,quadratic down,-2.720179025835989e-05,quadratic,0.0005968924705325898,-1.182686532972169e-06,nan,0.24127010729957335,0.17000671979660997,0.5850033598983051
111,Myofib x vSMCs_1,quadratic up,0.00016064409960280527,quadratic,0.00041185407420795176,6.984526069687185e-06,nan,0.23386620602248306,0.16923611913509917,0.5846180595675496
112,NK x intermediate_CM,linear down,-5.705210151906587e-05,linear,0.0011835455801349334,-5.705210151906587e-05,nan,0.20589296936272117,0.16919265014164664,0.5845963250708233
113,Arterial_Endo x Monocytes,linear up,4.571488099550546e-05,linear,0.000503456616387599,4.571488099550546e-05,nan,0.20902215447544498,0.16700723402134243,0.5835036170106711
114,Pericyte_2 x Pericyte_2,quadratic down,-2.187064592879735e-05,quadratic,0.00040770748287796075,-9.508976490781457e-07,nan,0.21047073915172648,0.16681977673284254,0.5834098883664213
115,CD8 x intermediate_CM,quadratic down,-5.280534788146546e-05,quadratic,0.0009511718721051956,-2.295884690498499e-06,nan,0.26351310064288713,0.1658118278245153,0.5829059139122574
116,Venous_Endo x vSMCs_1,quadratic up,0.00010227751378693185,quadratic,8.938760204228486e-05,4.4468484255187765e-06,nan,0.2365884664261146,0.1649676028878957,0.5824838014439477
117,Monocytes x Myofib,quadratic up,0.0002939332205596283,quadratic,0.0020034530579618437,1.277970524172297e-05,nan,0.24127010729957335,0.16490583134582493,0.5824529156729124
118,Fib_0 x vSMCs_1,quadratic up,0.00017116872843478834,quadratic,0.0005914514896912567,7.4421186275994945e-06,nan,0.2241650892685109,0.16283429151457296,0.5814171457572865
119,Arterial_Endo x CCL18_Macrophages,quadratic up,9.141135267958398e-05,quadratic,0.000291036845230795,3.974406638242782e-06,nan,0.24127010729957335,0.1623653332083249,0.5811826666041624
120,CD4 x vCM_3,quadratic down,-1.0495508663405413e-05,quadratic,0.00021461593011212835,-4.5632646362632225e-07,nan,0.24127010729957335,0.16104573248525134,0.5805228662426256
121,Fib_0 x SPP1_Macrophages,quadratic up,0.00037966066362552094,quadratic,0.0012399756997863364,1.6506985375022654e-05,nan,0.25447342658744737,0.16080184400110265,0.5804009220005513
122,Myofib x vSMCs_2,quadratic up,5.127636473054347e-05,quadratic,0.0003402417604765374,2.229407162197542e-06,nan,0.2887282539601309,0.16045101038571974,0.58022550519286
123,CCL18_Macrophages x perivascular_fibroblasts,quadratic up,6.962604015981056e-05,quadratic,-4.025440983083337e-05,3.027219137383068e-06,nan,0.26053282715296144,0.158377067975757,0.5791885339878785
124,damaged_CM x vCM_3,quadratic down,-0.00017058432112384411,quadratic,0.0031063617621939314,-7.416709614080179e-06,nan,0.23386620602248306,0.15806404670167618,0.5790320233508383
125,Pericyte_2 x intermediate_CM,quadratic down,-0.00013405370056760545,quadratic,0.002744110610029442,-5.828421763808933e-06,nan,0.23386620602248306,0.15719747180915333,0.5785987359045767
126,Capillary_Endo x Pericyte_2,quadratic down,-7.968982257609405e-05,quadratic,0.0017281016180106224,-3.4647748946127848e-06,nan,0.28133602345223235,0.15555567241459778,0.577777836207299
127,Monocytes x healthy_CM,linear up quadratic down,-0.00015819315754666204,linear_quadratic,0.002631245348865257,0.00036424129202718305,-2.271454128581935e-05,0.3038207948646757,0.15355659566783875,0.5767782978339195
128,LYVE_FOLR_Macrophages x Pericyte_2,quadratic down,-2.466288717290961e-05,quadratic,0.0005252829392083981,-1.072299442300418e-06,nan,0.2899514774265809,0.15343920373929887,0.5767196018696495
129,LYVE_PLTP_Macrophages x vSMCs_1,quadratic up,2.002971725791078e-05,quadratic,0.00017565498021352262,8.708572720830774e-07,nan,0.24127010729957335,0.1505053539054071,0.5752526769527034
130,Mast x Myofib,quadratic up,0.0001154016710145214,quadratic,0.00040267836470107615,5.017463957153105e-06,nan,0.2603087604217001,0.15035497072836124,0.5751774853641806
131,LYVE_PLTP_Macrophages x Pericyte_2,quadratic down,-1.515914804082475e-05,quadratic,0.0003035320206664993,-6.59093393079337e-07,nan,0.25839453431301834,0.14934783288424214,0.5746739164421211
132,Fib_0 x LYVE_PLTP_Macrophages,quadratic up,0.0003452894968796476,quadratic,0.002537545702014433,1.5012586820854245e-05,nan,0.24907629544307497,0.14900944241299707,0.5745047212064985
133,Neuronal x Pericyte_2,linear down,-7.860189135298597e-06,linear,0.00017670511559699813,-7.860189135298597e-06,nan,0.23386620602248306,0.14340881525175375,0.571704407625877
134,SPP1_Macrophages x vSMCs_1,quadratic up,2.4282771318762538e-05,quadratic,7.764280262107149e-05,1.055772666033154e-06,nan,0.2899514774265809,0.1417030660755152,0.5708515330377576
135,NK x healthy_CM,linear down,-6.464984137843372e-05,linear,0.001483256363157993,-6.464984137843372e-05,nan,0.2365884664261146,0.14052448973607778,0.5702622448680389
136,NK x damaged_CM,quadratic down,-2.063119573745892e-05,quadratic,0.00038554196623349826,-8.97008510324301e-07,nan,0.2899514774265809,0.13955080875508052,0.5697754043775402
137,Pericyte_1 x Pericyte_1,linear down,-0.00014724416700734756,linear,0.0039202682989068725,-0.00014724416700734756,nan,0.24127010729957335,0.13839835327847128,0.5691991766392358
138,Fib_0 x Pericyte_2,quadratic down,-8.118101920443758e-05,quadratic,0.0018608105335617517,-3.529609530627721e-06,nan,0.2892190251950145,0.136764266741922,0.5683821333709612
139,CCL18_Macrophages x Fib_3,quadratic up,4.6044259403191576e-05,quadratic,0.0002261392880466211,2.0019243218778945e-06,nan,0.2989531934562419,0.13619664670872267,0.5680983233543613
140,Fib_3 x Neuronal,linear down,-1.5679599483784154e-05,linear,0.00039759955087256805,-1.5679599483784157e-05,nan,0.24127010729957335,0.13524486821788462,0.5676224341089423
141,Fib_0 x Monocytes,quadratic up,0.00018989709955700797,quadratic,0.0024105109180257225,8.25639563291339e-06,nan,0.2682418068218956,0.13355368956632796,0.566776844783164
142,CD4 x intermediate_CM,quadratic down,-8.205657862779492e-05,quadratic,0.0016861156822660474,-3.5676773316432573e-06,nan,0.315815785775221,0.13212716924603962,0.5660635846230198
143,Fib_SCARA5 x Pericyte_1,linear down,-0.00011376036632551446,linear,0.0035154193499134017,-0.00011376036632551445,nan,0.24907629544307497,0.1309297551305194,0.5654648775652598
144,Monocytes x Pericyte_2,quadratic down,-1.5231137403822861e-05,quadratic,0.0003028221598797708,-6.622233653836026e-07,nan,0.2989531934562419,0.1307784071552216,0.5653892035776109
145,CCL18_Macrophages x vSMCs_2,quadratic up,1.8014731319869616e-05,quadratic,1.969455651115975e-05,7.832491878204181e-07,nan,0.3038207948646757,0.13008793506055327,0.5650439675302766
